iter	MultiClass
161	0.8331215015
162	0.8326567723
163	0.8324391038
164	0.8317892356
165	0.8317383409
166	0.8316779946
167	0.8313622835
168	0.8309598209
169	0.8305939
170	0.8305695659
171	0.8299346681
172	0.8296601316
173	0.829504679
174	0.8290332663
175	0.8286013062
176	0.8285263474
177	0.8281304932
178	0.8279628982
179	0.8275272755
180	0.827434477
181	0.8272230006
182	0.8269714019
183	0.8269242958
184	0.8264020931
185	0.8260459459
186	0.8259656313
187	0.8253939933
188	0.8253665543
189	0.8251516471
190	0.8251194847
191	0.8242145256
192	0.824128022
193	0.8238245526
194	0.8234897049
195	0.8232250027
196	0.8229867406
197	0.8228043982
198	0.8222769816
199	0.8221390555
200	0.8216308564
201	0.8213423979
202	0.8205698648
203	0.8201143578
204	0.8200281959
205	0.8199055994
206	0.8198508792
207	0.8197006014
208	0.8196620837
209	0.819092952
210	0.8188375394
211	0.8184586254
212	0.8181552907
213	0.8178660674
214	0.8177598199
215	0.8176810679
216	0.8174877406
217	0.8174636535
218	0.8171065439
219	0.8167838582
220	0.8165257201
221	0.8164662276
222	0.8162961331
223	0.815932707
224	0.8156713734
225	0.8156325165
226	0.8151775379
227	0.8148047355
228	0.814786925
229	0.8146516602
230	0.8140771914
231	0.8138340226
232	0.8135271352
233	0.8133376341
234	0.8130013209
235	0.8127308745
236	0.8125360533
237	0.812352218
238	0.8122682978
239	0.8121422302
240	0.8118546674
241	0.8117811661
242	0.8116871186
243	0.8115964614
244	0.8114503289
245	0.8114122808
246	0.811209429
247	0.8109884363
248	0.8109517281
249	0.8109276234
250	0.810763909
251	0.810536916
252	0.8103114827
253	0.8102376161
254	0.8101607189
255	0.8099773336
256	0.8099136568
257	0.8096123939
258	0.8094960271
259	0.8094710525
260	0.8093874522
261	0.8087623243
262	0.8087449257
263	0.8084750602
264	0.8083053094
265	0.8080534652
266	0.8078524131
267	0.8076928936
268	0.8071778579
269	0.807127312
270	0.8070298359
271	0.8069471684
272	0.8067523645
273	0.8067363576
274	0.8066998215
275	0.8063149739
276	0.8061928549
277	0.8061585601
278	0.8060340434
279	0.8058796204
280	0.805787885
281	0.8057529216
282	0.8054329099
283	0.8054110962
284	0.8053830435
285	0.8052249792
286	0.8051516735
287	0.8050409979
288	0.8044054444
289	0.804212433
290	0.8041703208
291	0.8041163326
292	0.8040776653
293	0.8040448362
294	0.8038944589
295	0.8038521434
296	0.8038216254
297	0.803628349
298	0.8033747869
299	0.8033218247
300	0.8032914044
301	0.8031536674
302	0.8030649174
303	0.8029205195
304	0.8028201432
305	0.8026046658
306	0.802592079
307	0.8023366152
308	0.8020920604
309	0.8020780893
310	0.80202591
311	0.8019693356
312	0.8018672486
313	0.8018284945
314	0.8017969689
315	0.8015160626
316	0.8013493145
317	0.8013266348
318	0.8012916282
319	0.801025083
320	0.8010016042
321	0.8008983212
322	0.8007772054
323	0.8005851862
324	0.8004169211
325	0.8001605499
326	0.8001321428
327	0.8000918073
328	0.7999867642
329	0.7999377829
330	0.7998020752
331	0.7997846435
332	0.7996434512
333	0.7994323355
334	0.7993982055
335	0.7992520285
336	0.7992244323
337	0.7991137833
338	0.798956273
339	0.7989116395
340	0.7988894856
341	0.7988702008
342	0.7988445313
343	0.7988128398
344	0.7985932181
345	0.7983518922
346	0.7983055892
347	0.7981062755
348	0.7979623369
349	0.7978903177
350	0.7978426239
351	0.7976532014
352	0.7973461214
353	0.7971508647
354	0.797108026
355	0.7970702541
356	0.796952122
357	0.7968938915
358	0.7965875946
359	0.7964050991
360	0.7963289841
361	0.7961510418
362	0.7960878809
363	0.7959767771
364	0.7959277435
365	0.7958730949
366	0.7958514059
367	0.7957633175
368	0.7956847989
369	0.7956549219
370	0.7956336488
371	0.7955665751
372	0.795504859
373	0.7954671666
374	0.7954358787
375	0.7952923232
376	0.7952544574
377	0.7951212882
378	0.7947277527
379	0.7946848018
380	0.7945535182
381	0.7944957718
382	0.7944540392
383	0.7939336849
384	0.7938653643
385	0.7938408489
386	0.7938060178
387	0.7937788592
388	0.7935791488
389	0.7934304059
390	0.793300508
391	0.7930082315
392	0.79259699
393	0.7925010432
394	0.7924783139
395	0.7924442039
396	0.7924285597
397	0.7923911891
398	0.7923620488
399	0.79232745
400	0.7922410396
401	0.7922144785
402	0.7921791961
403	0.7921473469
404	0.7920674776
405	0.7919639333
406	0.7919447795
407	0.791916794
408	0.7918790913
409	0.791847394
410	0.7917793218
411	0.7917481794
412	0.7917095654
413	0.7916368682
414	0.7914572952
415	0.7913295035
416	0.7912881532
417	0.7912744197
418	0.7912458991
419	0.791199492
420	0.7911487751
421	0.7908129853
422	0.7905486285
423	0.7905220333
424	0.7905010237
425	0.790466731
426	0.7904359411
427	0.7903904432
428	0.790350255
429	0.7903318933
430	0.7902855675
431	0.7902321237
432	0.7902005963
433	0.7901316242
434	0.7901003014
435	0.7900093761
436	0.7898510228
437	0.7897867165
438	0.7897623605
439	0.789554351
440	0.7894960328
441	0.7894712525
442	0.7894317003
443	0.7890447277
444	0.7890236358
445	0.7889706169
446	0.7889463548
447	0.7889180527
448	0.7888866735
449	0.7888723987
450	0.7887149772
451	0.7886763864
452	0.7885130146
453	0.7882293985
454	0.7882095082
455	0.788171294
456	0.7878954614
457	0.7878816019
458	0.7878163731
459	0.7877091609
460	0.7874312695
461	0.7873494603
462	0.7872858092
463	0.7872497732
464	0.787222833
465	0.7871860862
466	0.7870908021
467	0.7869669844
468	0.7869211172
469	0.7866345708
470	0.7864696436
471	0.7863561438
472	0.78631989
473	0.7862644212
474	0.7862386907
475	0.7862045498
476	0.7861806935
477	0.7861606124
478	0.7860963452
479	0.7860762889
480	0.7860574582
481	0.7860062818
482	0.7858448902
483	0.7857721058
484	0.7857545044
485	0.7857169115
486	0.7856854451
487	0.7854967496
488	0.7854629602
489	0.7854255829
490	0.7852497424
491	0.7852297085
492	0.7851763111
493	0.7851398956
494	0.7850216904
495	0.7849448015
496	0.7849305022
497	0.7849087009
498	0.7848751141
499	0.7847214352
500	0.7846897183
501	0.7846704543
502	0.784648551
503	0.7845942483
504	0.7845185872
505	0.7845015283
506	0.7844740927
507	0.7844534065
508	0.7844182201
509	0.7843846972
510	0.784318124
511	0.7842399065
512	0.7841894026
513	0.7841674265
514	0.7840404815
515	0.7839843881
516	0.7839694423
517	0.783789188
518	0.7837691832
519	0.7836871927
520	0.7836228291
521	0.78359645
522	0.783551815
523	0.7835324163
524	0.7835143614
525	0.7834848884
526	0.7834618028
527	0.7834381658
528	0.7833474161
529	0.7831161776
530	0.7830104474
531	0.7829271416
532	0.7828713347
533	0.7828586567
534	0.7828227803
535	0.7828033683
536	0.7822688147
537	0.7822409718
538	0.7821815737
539	0.782154507
540	0.782126045
541	0.7821080166
542	0.7820499155
543	0.7820234795
544	0.781990449
545	0.7818925366
546	0.7818270933
547	0.7817999649
548	0.7817457039
549	0.7817115752
550	0.7816789348
551	0.7816160717
552	0.781425226
553	0.7814050702
554	0.7813841301
555	0.781300516
556	0.7812733622
557	0.7812442373
558	0.7812135977
559	0.7811899413
560	0.7811702499
561	0.7811445712
562	0.7811132036
563	0.7810700707
564	0.7810173559
565	0.7809940654
566	0.7809533824
567	0.7809097842
568	0.7808793981
569	0.7807736825
570	0.7807514338
571	0.7807082335
572	0.7806496226
573	0.780592561
574	0.7805656731
575	0.7805363153
576	0.7804237306
577	0.7803904549
578	0.7803427472
579	0.7802138334
580	0.7801789122
581	0.780123363
582	0.7800976678
583	0.7800810857
584	0.7800569539
585	0.7798993197
586	0.7798573976
587	0.7798000973
588	0.7797551501
589	0.7796964811
590	0.7796634113
591	0.7796501844
592	0.7794403866
593	0.7794097759
594	0.779389198
595	0.7793658479
596	0.7793286406
597	0.7792984249
598	0.7792136437
599	0.7791396981
600	0.7790919772
601	0.7790304996
602	0.7789969235
603	0.7789806416
604	0.7789491842
605	0.7788831617
606	0.7787754266
607	0.7785074073
608	0.778437112
609	0.7784204861
610	0.7783258614
611	0.7782945876
612	0.7782742608
613	0.7782374533
614	0.7781947614
615	0.7778975279
616	0.777845337
617	0.7777022508
618	0.7776274859
619	0.7775854894
620	0.7774991546
621	0.7774798984
622	0.7773238336
623	0.7773040219
624	0.7772804114
625	0.7772583161
626	0.7772258096
627	0.7771427887
628	0.7771011213
629	0.7770480502
630	0.777032063
631	0.7770113414
632	0.7769920832
633	0.7766916902
634	0.7766516116
635	0.7765598126
636	0.7765246602
637	0.7763464235
638	0.7763197334
639	0.7762841297
640	0.7762603665
641	0.7762028356
642	0.7761832454
643	0.7761464126
644	0.7761215105
645	0.7760964571
646	0.7760651171
647	0.7759415707
648	0.7759060105
649	0.7758797266
650	0.7758618089
651	0.7755589906
652	0.7755394083
653	0.7755210248
654	0.7754938313
655	0.7754767529
656	0.7754595628
657	0.7754365337
658	0.7754007615
659	0.7753737427
660	0.7753470534
661	0.7753321731
662	0.7753126139
663	0.7752763651
664	0.775242275
665	0.7752219612
666	0.7752086367
667	0.7751862063
668	0.775161148
669	0.7751310254
670	0.7751069912
671	0.7750847847
672	0.7750621115
673	0.7749952795
674	0.7749776393
675	0.7749313572
676	0.7749121642
677	0.7748764139
678	0.7748291635
679	0.7748083679
680	0.7747877943
681	0.7747620252
682	0.7746648317
683	0.7743041985
684	0.7742138256
685	0.7741789407
686	0.7741606006
687	0.7741097174
688	0.7740841314
689	0.7740623818
690	0.7739248558
691	0.7739085501
692	0.7738597058
693	0.7738376605
694	0.7738250924
695	0.7737937988
696	0.7737672832
697	0.7737055433
698	0.7736743111
699	0.7736481675
700	0.7736174599
701	0.7736048199
702	0.7735746487
703	0.7735304057
704	0.7734442763
705	0.7733045331
706	0.7732890576
707	0.7732621543
708	0.7732179639
709	0.7732002489
710	0.7731772275
711	0.7731530751
712	0.7731298006
713	0.772889933
714	0.7725242712
715	0.7724974239
716	0.772477182
717	0.7724383773
718	0.7722839817
719	0.7722503964
720	0.7722202892
721	0.7721852755
722	0.7719915972
723	0.771922731
724	0.7718039086
725	0.7717798376
726	0.7716972242
727	0.7716804974
728	0.7716475457
729	0.771612129
730	0.7712672431
731	0.7712404022
732	0.7712190971
733	0.7711764534
734	0.7710569997
735	0.7708508013
736	0.770693385
737	0.7706807662
738	0.7705961501
739	0.7705355622
740	0.7701803354
741	0.7701368918
742	0.7701200752
743	0.7700914919
744	0.7700744525
745	0.7700529289
746	0.7700402754
747	0.7700151805
748	0.76997627
749	0.7699570748
750	0.7699338117
751	0.7699106831
752	0.7698572981
753	0.7698000522
754	0.7696844789
755	0.7696505916
756	0.7696065111
757	0.7695879585
758	0.7695744799
759	0.7695514185
760	0.7695359261
761	0.7695194326
762	0.7694981491
763	0.7694641045
764	0.769331822
765	0.7692853344
766	0.7692569342
767	0.7692291469
768	0.7691804686
769	0.7691612512
770	0.7691395757
771	0.7690861685
772	0.7687319903
773	0.7687120283
774	0.7686703495
775	0.7685318984
776	0.7685064488
777	0.7684861348
778	0.7684534818
779	0.7684028136
780	0.7683315282
781	0.7683171942
782	0.7682951489
783	0.7682631712
784	0.7682348603
785	0.768218788
786	0.7681967128
787	0.768162675
788	0.7680521726
789	0.76802695
790	0.7679829428
791	0.767956996
792	0.767928958
793	0.767751137
794	0.7677229988
795	0.7677021168
796	0.7676621024
797	0.7676492573
798	0.7676032267
799	0.7675806021
800	0.7675578999
801	0.7675099141
802	0.7674855025
803	0.7674495633
804	0.7674287787
805	0.7673913038
806	0.7673196252
807	0.7672986327
808	0.7672832256
809	0.7672678165
810	0.7671345481
811	0.7671156942
812	0.7671039171
813	0.7670568677
814	0.7670328691
815	0.7669215084
816	0.7669012512
817	0.7667691334
818	0.7666984777
819	0.766661265
820	0.7666332771
821	0.7666001396
822	0.7665834945
823	0.766562126
824	0.7665421575
825	0.7664994769
826	0.7664390905
827	0.766417871
828	0.7663908287
829	0.766358268
830	0.7663033327
831	0.7662804368
832	0.7662488213
833	0.7662252629
834	0.7662005263
835	0.7661667034
836	0.7661293721
837	0.7660582151
838	0.7660283108
839	0.7659877142
840	0.7658857837
841	0.7657712619
842	0.7657338139
843	0.7657048598
844	0.7655887732
845	0.765568975
846	0.7655488281
847	0.7655227939
848	0.7655029158
849	0.7653311645
850	0.7650366574
851	0.7650236344
852	0.7649984186
853	0.7649835125
854	0.7649716351
855	0.7649381442
856	0.7649242538
857	0.7649010385
858	0.7648767158
859	0.7648644572
860	0.7648377416
861	0.7647394719
862	0.7646978423
863	0.7646821009
864	0.7646177047
865	0.7645900105
866	0.7645738631
867	0.7645586097
868	0.7645370086
869	0.7645126584
870	0.7644881903
871	0.7644666578
872	0.7644507859
873	0.7644296975
874	0.7643877734
875	0.7643633538
876	0.7643387238
877	0.7643180704
878	0.7642898512
879	0.7642652755
880	0.7642130866
881	0.7641939514
882	0.7641767899
883	0.764146958
884	0.764094882
885	0.7640477794
886	0.7640166924
887	0.7639942306
888	0.7639689868
889	0.7639177352
890	0.7638615086
891	0.7638114264
892	0.7637870662
893	0.7637619555
894	0.763706707
895	0.7636931277
896	0.763675456
897	0.7636548087
898	0.7636320156
899	0.763600543
900	0.7635866409
901	0.7635708081
902	0.7635506809
903	0.763517154
904	0.7634786629
905	0.7634516293
906	0.7634201958
907	0.7633983816
908	0.7633855804
909	0.7633111601
910	0.7632875869
911	0.7632638011
912	0.7632502565
913	0.7632217244
914	0.7631289935
915	0.7631158524
916	0.7631020669
917	0.7630567222
918	0.7628546699
919	0.7628220178
920	0.7628027261
921	0.762787378
922	0.7625885627
923	0.7625586219
924	0.7625134909
925	0.7624458869
926	0.7624261933
927	0.7623907679
928	0.7623718739
929	0.7623403017
930	0.7621743302
931	0.7621490138
932	0.7620982476
933	0.7620625041
934	0.7620411726
935	0.7619701122
936	0.761921008
937	0.7619046036
938	0.7618896267
939	0.7618342871
940	0.7618021407
941	0.7617770931
942	0.7617584787
943	0.7617451592
944	0.7617202478
945	0.7616750474
946	0.7615066976
947	0.7614889429
948	0.7614688271
949	0.7614324762
950	0.7613701818
951	0.7612476575
952	0.7610221272
953	0.7610091841
954	0.760989156
955	0.7609782667
956	0.7609477844
957	0.7609196776
958	0.7608845771
959	0.7608470657
960	0.7608313701
961	0.7608044665
962	0.7607603183
963	0.7607297068
964	0.7606372504
965	0.7605494357
966	0.7605271182
967	0.7604972319
968	0.7604131921
969	0.7603962861
970	0.7603217728
971	0.7603097894
972	0.7602839032
973	0.7602701097
974	0.760257735
975	0.7602387189
976	0.760223388
977	0.7602049326
978	0.760189728
979	0.7601650508
980	0.7601520875
981	0.760130397
982	0.7601001825
983	0.7600754667
984	0.7600599827
985	0.760044132
986	0.7600207338
987	0.7599601704
988	0.7599476244
989	0.759925129
990	0.759912379
991	0.7598810099
992	0.759859302
993	0.7598284071
994	0.7596172099
995	0.7596004879
996	0.7595781104
997	0.7595127309
998	0.759500332
999	0.7593944417
